drugbank_id,rx_norm_id
DB13503,10968
DB13504,20482
DB13505,3816
DB13506,33926
DB13508,17393
DB13510,19836
DB13511,21224
DB13512,236913
DB13516,17305
DB13519,314546
DB13520,6834
DB13521,39468
DB13524,34710
DB13525,1306165
DB13526,33055
DB13527,34769
DB13528,78904
DB13529,235935
DB13530,29518
DB13531,3000
DB13533,51486
DB13542,6996
DB13544,24468
DB13545,22865
DB13549,15027
DB13550,47111
DB13551,10804
DB13553,8622
DB13556,38133
DB13558,9388
DB13560,22708
DB13561,21244
DB13563,7519
DB13564,39969
DB13565,236962
DB13566,24940
DB13570,2481135
DB13571,5254
DB13575,516
DB13578,37289
DB13581,6755
DB13584,4638
DB13585,6818
DB13587,6781
DB13588,7236
DB13590,1917
DB13591,29954
DB13592,30227
DB13598,1363043
DB13599,402587
DB13600,22374
DB13601,32645
DB13602,8744
DB13603,8143
DB13606,8119
DB13607,51487
DB13619,19610
DB13620,89903
DB13621,29704
DB13625,23162
DB13627,7798
DB13628,1362892
DB13629,30202
DB13630,235829
DB13632,33086
DB13635,16784
DB13641,34479
DB13643,38555
DB13644,460
DB13649,2669456
DB13650,17392
DB13651,1425919
DB13655,7424
DB13656,1372
DB13658,236186
DB13660,34649
DB13661,1368870
DB13670,1871175
DB13671,236209
DB13679,22697
DB13680,31475
DB13681,180806
DB13682,27130
DB13683,32411
DB13685,31722
DB13688,291204
DB13690,199
DB13692,10168
DB13694,3551
DB13695,1440290
DB13699,8826
DB13701,237141
DB13703,41157
DB13704,66958
DB13705,1310593
DB13707,56524
DB13708,6833
DB13711,38810
DB13712,39823
DB13715,1362873
DB13717,33303
DB13718,2468435
DB13719,89782
DB13721,2590266
DB13722,7419
DB13725,37815
DB13726,10174
DB13727,26416
DB13729,19862
DB13732,319866
DB13733,91275
DB13736,24856
DB13737,2978
DB13738,20136
DB13739,19338
DB13747,38623
DB13748,52358
DB13750,42826
DB13751,26143
DB13752,20609
DB13754,2228
DB13759,41397
DB13762,1311634
DB13766,6390
DB13767,19928
DB13771,10181
DB13774,1370587
DB13775,37840
DB13776,39801
DB13782,16695
DB13784,23419
DB13786,139233
DB13787,10597
DB13788,46239
DB13790,7974
DB13792,2603
DB13793,57954
DB13794,121069
DB13795,19727
DB13796,402565
DB13797,47624
DB13801,24263
DB13803,11371
DB13804,19084
DB13805,38136
DB13808,29411
DB13809,2473230
DB13810,27748
DB13814,10322
DB13815,2067
DB13818,8337
DB13824,235961
DB13826,1362891
DB13827,27492
DB13828,1311526
DB13830,8604
DB13832,29629
DB13837,7543
DB13839,21285
DB13844,33743
DB13845,2571853
DB13849,29444
DB13853,820
DB13854,25605
DB13855,31782
DB13856,108091
DB13857,22483
DB13858,27438
DB13861,27779
DB13862,29164
DB13863,2119172
DB13864,3142
DB13866,24591
DB13867,41126
DB13868,16521
DB13869,28894
DB13873,24852
DB13874,1940332
DB13875,1940636
DB13879,1940635
DB13881,1986438
DB13882,29900
DB13883,979384
DB13884,1743992
DB13885,24912
DB13886,1997443
DB13887,314724
DB13888,314725
DB13889,29501
DB13890,29503
DB13891,885189
DB13892,885187
DB13893,885185
DB13894,885183
DB13895,1098274
DB13896,1721264
DB13897,1722702
DB13898,1722698
DB13899,1722706
DB13900,1722696
DB13901,1722704
DB13902,1722700
DB13903,1722683
DB13904,465953
DB13905,1119986
DB13906,1306128
DB13907,1922751
DB13908,236248
DB13909,19476
DB13910,324003
DB13911,1310707
DB13912,89781
DB13914,1987398
DB13916,214354
DB13920,1989795
DB13924,1986820
DB13925,676679
DB13926,2104332
DB13927,1991302
DB13929,1992864
DB13932,1995538
DB13933,1990855
DB13934,1546357
DB13950,1310578
DB13960,1114345
DB13961,4419
DB13962,1907
DB13963,18235
DB13965,1605249
DB13966,27985
DB13967,32950
DB13968,33835
DB13969,1539969
DB13970,2382593
DB13971,11121
DB13972,9100
DB13973,1355833
DB13975,236665
DB13976,34300
DB13978,2200143
DB13981,53744
DB13982,1999335
DB13987,37175
DB13988,402580
DB13993,2099995
DB13998,1441649
DB14003,39625
DB14004,2053436
DB14005,3690
DB14008,2168435
DB14010,2043855
DB14013,1366858
DB14016,1310249
DB14017,1546386
DB14019,2044417
DB14020,322165
DB14027,3155
DB14029,1551573
DB14038,47070
DB14039,2045613
DB14040,2282660
DB14041,2056691
DB14042,2058846
DB14043,2001986
DB14044,89548
DB14048,2047628
DB14049,1546271
DB14050,1551574
DB14055,1374399
DB14074,1737729
DB14075,1368885
DB14076,1310567
DB14078,1314368
DB14079,14699
DB14080,1809634
DB14081,18405
DB14082,194098
DB14083,1368138
DB14084,1306937
DB14085,1362694
DB14086,1367177
DB14087,1547610
DB14088,1360626
DB14089,2475951
DB14090,23247
DB14091,1362909
DB14092,1722234
DB14093,1376149
DB14096,1549117
DB14097,1426933
DB14100,1311319
DB14101,1368189
DB14103,1722382
DB14104,6400
DB14105,1599274
DB14106,1306061
DB14107,1990418
DB14108,1362584
DB14109,1363429
DB14110,1310542
DB14111,597392
DB14113,89887
DB14114,2101270
DB14115,544488
DB14116,236730
DB14117,1426646
DB14119,1363444
DB14120,1313724
DB14121,1998743
DB14122,1430390
DB14124,1307080
DB14125,1546196
DB14126,117466
DB14127,1860608
DB14128,1044975
DB14129,1872381
DB14130,1921110
DB14131,236872
DB14134,1367124
DB14135,1483316
DB14136,1371320
DB14137,1314277
DB14138,1311243
DB14139,1722035
DB14140,1798386
DB14141,1362740
DB14142,1311550
DB14144,1435279
DB14145,1427157
DB14146,314302
DB14149,1364379
DB14150,1546391
DB14151,8263
DB14152,349656
DB14153,1487142
DB14154,1311190
DB14155,1306196
DB14156,1371994
DB14157,1426418
DB14158,2221
DB14159,1546448
DB14160,1305547
DB14161,579598
DB14162,2049894
DB14163,1319268
DB14164,1922750
DB14165,1345679
DB14166,1735326
DB14167,1310183
DB14168,905070
DB14169,1232311
DB14170,1341384
DB14171,1986792
DB14172,1352501
DB14173,1310602
DB14174,1426773
DB14175,1311606
DB14176,19075
DB14177,34706
DB14178,1363713
DB14179,1350211
DB14180,31738
DB14181,1426478
DB14182,1313336
DB14183,1368875
DB14184,1368153
DB14185,1362889
DB14187,1362893
DB14188,1363706
DB14189,4158
DB14190,1427189
DB14191,1368170
DB14192,1363709
DB14193,1427192
DB14194,1426942
DB14195,1363710
DB14196,1427136
DB14197,1367119
DB14198,283678
DB14199,1307044
DB14200,1306886
DB14201,1306112
DB14202,1363711
DB14203,1368171
DB14204,1546280
DB14205,1546419
DB14206,1426884
DB14207,1546393
DB14208,1546377
DB14209,1546379
DB14210,1546358
DB14211,1314371
DB14212,29903
DB14213,1546400
DB14214,1546359
DB14218,1872382
DB14219,1546433
DB14221,1546384
DB14222,100213
DB14223,1811178
DB14224,285156
DB14225,1943794
DB14226,1310845
DB14227,90650
DB14228,1547557
DB14229,1311630
DB14230,317176
DB14231,1305564
DB14232,1872905
DB14233,349762
DB14234,1311242
DB14235,125929
DB14236,1739980
DB14237,477379
DB14238,477531
DB14239,260025
DB14240,228041
DB14241,1425214
DB14242,285279
DB14243,1311338
DB14244,1428846
DB14245,1368534
DB14246,1368163
DB14247,1494846
DB14248,1737793
DB14249,1438509
DB14250,35805
DB14251,1438113
DB14252,1309258
DB14253,1309702
DB14254,1309199
DB14255,1306167
DB14256,1807125
DB14257,1309503
DB14258,1372006
DB14259,1309788
DB14260,1426635
DB14261,1311648
DB14262,1370777
DB14263,1309289
DB14264,1358962
DB14265,1306885
DB14266,1306058
DB14267,1360628
DB14268,1370776
DB14269,1358963
DB14270,1309470
DB14271,1310055
DB14272,1314597
DB14273,1311561
DB14274,1307749
DB14275,485858
DB14276,1114883
DB14277,1440289
DB14278,1376213
DB14279,1376214
DB14280,1307960
DB14281,1370984
DB14282,1312717
DB14283,1309828
DB14284,1370774
DB14285,1356135
DB14286,1309490
DB14287,1370985
DB14288,1310098
DB14289,1314302
DB14290,1309220
DB14291,1309324
DB14292,1310280
DB14293,1606332
DB14294,1660771
DB14295,1309940
DB14296,1428042
DB14297,285208
DB14298,1609190
DB14299,1485786
DB14300,1609189
DB14301,1311044
DB14302,282470
DB14303,319812
DB14304,1365707
DB14305,1311579
DB14306,1424881
DB14307,659476
DB14308,1306161
DB14309,1309256
DB14310,1305642
DB14311,1310571
DB14312,1010954
DB14313,1307699
DB14314,1607314
DB14315,1428027
DB14316,1305532
DB14317,1246101
DB14318,1429937
DB14319,1801506
DB14320,1305545
DB14321,1314332
DB14322,1309239
DB14323,1309208
DB14324,1318515
DB14325,1311675
DB14326,1311393
DB14327,1424645
DB14328,1306194
DB14329,37422
DB14330,1307956
DB14331,1372928
DB14332,1311610
DB14333,1309447
DB14334,1307683
DB14335,1305651
DB14336,1307866
DB14337,1307580
DB14338,262263
DB14340,1309458
DB14341,1305633
DB14342,1309287
DB14343,283674
DB14344,1492937
DB14345,1311590
DB14346,1599157
DB14347,1307614
DB14348,1366324
DB14349,1306235
DB14350,1309723
DB14351,1426661
DB14352,1307640
DB14353,1863582
DB14354,1305659
DB14355,1485785
DB14356,1309786
DB14357,285157
DB14358,1370988
DB14359,1539416
DB14360,350488
DB14361,1356151
DB14362,1307834
DB14363,1305664
DB14364,1307750
DB14365,1311595
DB14366,1305743
DB14367,1426885
DB14368,1314843
DB14369,1999320
DB14370,1307947
DB14371,2619910
DB14372,1309330
DB14373,1995249
DB14374,1989334
DB14375,350520
DB14376,2001615
DB14377,32809
DB14378,1306163
DB14379,1863581
DB14382,1099933
DB14410,1802483
DB14411,1946964
DB14426,1801767
DB14427,901505
DB14428,901507
DB14429,901509
DB14430,901511
DB14431,1801603
DB14436,1794331
DB14439,1812935
DB14444,1546353
DB14472,1728770
DB14473,4257
DB14474,1307571
DB14475,2462499
DB14476,220893
DB14477,317841
DB14478,1310463
DB14482,1299637
DB14488,1376155
DB14493,1306063
DB14494,39935
DB14495,283767
DB14496,36699
DB14497,8588
DB14501,1546375
DB14507,1541238
DB14511,164
DB14512,6574
DB14514,1364429
DB14517,1546162
DB14520,1358876
DB14522,1314279
DB14523,486961
DB14524,1546282
DB14525,1546418
DB14526,1544139
DB14532,1546264
DB14533,2045117
DB14535,1546281
DB14536,2280602
DB14537,21651
DB14546,1426598
DB14547,153974
DB14548,1546371
DB14550,314639
DB14551,258478
DB14552,1427198
DB14553,1424875
DB14554,1797118
DB14555,2045735
DB14556,2045732
DB14557,1367134
DB14558,2045114
DB14563,1312377
DB14564,1592296
DB14565,1307593
DB14566,2168411
DB14567,1306946
DB14568,2049873
DB14569,1540825
DB14570,5542
DB14571,1745075
DB14572,1546284
DB14573,1310300
DB14575,1482502
DB14576,1546370
DB14577,1316581
DB14578,1546429
DB14579,1546443
DB14580,2626143
DB14581,2053490
DB14583,2055977
DB14584,2055978
DB14585,104129
DB14586,314661
DB14587,1306169
DB14589,1363571
DB14590,1735152
DB14591,237027
DB14597,2055640
DB14598,1306883
DB14602,1311345
DB14623,2675620
DB14676,4791
DB14678,31984
DB14679,2878
DB14682,1099937
DB14686,1305745
DB14687,1307961
DB14688,317808
DB14689,90945
DB14690,1309388
DB14691,260012
DB14692,1373037
DB14693,1330085
DB14695,2054177
DB14698,2055655
DB14701,1314307
DB14706,1426448
DB14707,2058825
DB14708,1370773
DB14710,2057909
DB14711,1492300
DB14712,2059218
DB14713,2099289
DB14714,19791
DB14721,2105628
DB14724,2104603
DB14725,20473
DB14726,1546356
DB14727,2106328
DB14728,2121416
DB14731,2109054
DB14732,2464938
DB14735,2585216
DB14736,1976
DB14738,578350
DB14741,6383
DB00781,8536
DB14743,487252
DB14745,435657
DB14746,1364382
DB14747,1551454
DB14748,1429948
DB14749,1310087
DB14750,616877
DB14752,2121751
DB14755,1310102
DB14758,2198979
DB14759,1006340
DB14760,2284718
DB14762,2166040
DB14763,2668045
DB14767,1993232
DB14772,2634995
DB14783,2261783
DB14784,253341
DB14805,2556616
DB14806,2282018
DB14812,1363053
DB14838,2369389
DB14841,2596773
DB14852,2204915
DB14865,2265702
DB14880,2392230
DB14882,2472254
DB14896,2588243
DB14902,2668384
DB14911,2372689
DB14915,2642274
DB14920,2600867
DB14922,2641595
DB14925,1368128
DB14928,42781
DB14937,2664896
DB14940,2644503
DB14961,2267574
DB14963,11454
DB14964,2473850
DB14968,2591476
DB14974,2265678
DB14976,8302
DB14982,2480096
DB14985,2478439
DB14990,2637446
DB14993,2591404
DB14997,4381
DB15000,2612526
DB15002,2389840
DB15006,2572100
DB15012,2665622
DB15019,2591497
DB15032,2571858
DB15034,2262435
DB15036,2669406
DB15044,2387334
DB15045,1439115
DB15050,2475177
DB15057,1486026
DB15059,2265712
DB15067,2637345
DB15068,2612690
DB15072,1314858
DB15074,2587789
DB15091,2196092
DB15092,2557394
DB15094,2359268
DB15104,2550706
DB15112,2669799
DB15115,2587059
DB15120,5497
DB15128,2477103
DB15134,1667222
DB15137,2105627
DB15147,2628190
DB15150,2670285
DB15165,2645108
DB15166,2601723
DB15172,1986787
DB15206,2663938
DB15219,2535233
DB15227,2272107
DB15234,2466731
DB15237,2571859
DB15238,10579
DB15264,2587717
DB15271,2262421
DB15272,1608803
DB15275,2590743
DB15284,27220
DB15301,2591519
DB15304,2565488
DB15305,2390935
DB15306,1311480
DB15319,2268216
DB15329,53553
DB15330,23066
DB15352,2478335
DB15355,1363608
DB15380,1310121
DB15393,2368126
DB15395,2644880
DB15396,1856273
DB15405,2586857
DB15414,2625122
DB15435,2479690
DB15443,2256951
DB15445,314691
DB15446,2475830
DB15457,2567226
DB15464,2001352
DB15466,288262
DB15468,2602134
DB15469,1314657
DB15470,17354
DB15478,1350209
DB15479,2106739
DB15481,1668221
DB15484,2669905
DB15491,2199391
DB15495,2104198
DB15503,1363561
DB15504,2202946
DB15505,2180337
DB15506,2180338
DB15507,2043275
DB15510,2043450
DB15512,2101422
DB15513,2198896
DB15514,2197290
DB15522,2197291
DB15523,2197292
DB15524,2197293
DB15525,2101473
DB15526,2101007
DB15527,1942479
DB15528,2170226
DB15529,2102006
DB15530,2102052
DB15531,1652102
DB15532,87855
DB15533,1925
DB15534,2174385
DB15535,1423796
DB15536,24898
DB15537,1541731
DB15538,1426396
DB15539,2102481
DB15540,2102483
DB15541,2102488
DB15542,2198984
DB15543,2102486
DB15544,1995252
DB15545,1866393
DB15546,1310587
DB15547,2102474
DB15548,2102475
DB15549,2261370
DB15550,283578
DB15556,1306062
DB15557,1423458
DB15558,2641610
DB15562,2056521
DB15563,2625882
DB15569,2550714
DB15570,2261372
DB15572,2671667
DB15573,2362183
DB15574,1923811
DB15575,1546423
DB15578,191566
DB15581,1362888
DB15582,981
DB15588,1426931
DB15589,2199325
DB15590,2102476
DB15593,2267207
DB15594,1998867
DB15595,2624741
DB15596,2462496
DB15597,1006397
DB15598,2539932
DB15599,1358956
DB15603,2102479
DB15605,2102477
DB15606,1486503
DB15607,1721695
DB15608,2102821
DB15609,2169961
DB15611,1363443
DB15612,1603849
DB15613,2102480
DB15614,1370467
DB15616,2274394
DB15618,2280293
DB15621,2280296
DB15622,2610417
DB15627,2539967
DB15628,1318050
DB15632,2672489
DB15637,2637535
DB15643,28728
DB15649,235535
DB15650,2470232
DB15655,2286250
DB15659,1858362
DB15660,2587901
DB15662,2287736
DB15663,1309212
DB15664,2276893
DB15665,1426467
DB15667,2359256
DB15668,1368701
DB15669,2637134
DB15670,2625651
DB15674,2197842
DB15676,1314381
DB15678,89746
DB15679,235461
DB15680,2360571
DB15681,2360572
DB15682,2360574
DB15683,2360573
DB15684,2288812
DB15685,2370147
DB15686,2637955
DB15689,2372221
DB15691,2384449
DB15695,2468230
DB15697,2387277
DB15700,2380835
DB15701,2380836
DB15702,2380837
DB15708,2380834
DB15709,2380838
DB15710,2463114
DB15719,2387833
DB15720,11422
DB15721,1421648
DB15756,2388136
DB15757,103866
DB15760,1362742
DB15761,166010
DB15762,2391551
DB15763,37744
DB15764,31767
DB15765,2632981
DB15767,1476
DB15775,90926
DB15777,4465
DB15778,27208
DB15779,1311500
DB15780,1311485
DB15783,76273
DB15784,59082
DB15786,1368708
DB15787,1307832
DB15790,89831
DB15794,333
DB15796,1310049
DB15816,8589
DB15820,26514
DB15821,4464
DB15822,2394936
DB15823,6205
DB15824,23163
DB15826,67187
DB15827,35890
DB15831,1738095
DB15833,8214
DB15835,1309217
DB15838,1309780
DB15839,1309793
DB15840,8333
DB15841,1362899
DB15842,36696
DB15843,2479830
DB15858,1307589
DB15861,19882
DB15862,2396442
DB15874,259351
DB15875,38716
DB15876,1546395
DB15879,8521
DB15880,33787
DB15884,1367166
DB15885,485853
DB15890,2266490
DB15895,2477854
DB15898,2461338
DB15899,2461339
DB15900,2461434
DB15901,1364387
DB15902,2369
DB15904,1441543
DB15905,200
DB15907,4065
DB15908,236340
DB15909,1427203
DB15911,17881
DB15917,2395761
DB15918,1359091
DB15922,1309211
DB15923,34312
DB15924,1310190
DB15927,1370452
DB15928,319779
DB15929,19472
DB15930,9724
DB15931,2467140
DB15936,1657128
DB15937,1657131
DB15938,2465249
DB15941,2465242
DB15942,72086
DB15944,228080
DB15946,2058907
DB15947,17205
DB15950,36700
DB15953,37071
DB15954,66422
DB15955,1362746
DB15956,1368180
DB15957,1312739
DB15958,38041
DB15959,1537576
DB15961,1921759
DB15962,1905
DB15963,1597391
DB15964,2474039
DB15966,1657134
DB15967,1546352
DB15968,3256
DB15973,9876
DB15975,37328
DB15976,37999
DB15977,28069
DB15982,2467540
DB15983,236522
DB15985,1309229
DB15987,1309210
DB15990,18254
DB15994,2598120
DB15995,1311391
DB15996,1309209
DB15997,37858
DB16002,75806
DB16003,37855
DB16004,1370573
DB16005,10756
DB16006,2586016
DB16020,38025
DB16023,5775
DB16025,1482633
DB16026,1733688
DB16053,2109241
DB16085,2571813
DB16099,2565814
DB16100,1592893
DB16102,1368134
DB16103,2562811
DB16166,1540882
DB16178,5164
DB16184,2671939
DB16200,2671061
DB16201,1368703
DB16204,2633005
DB16218,2569562
DB16221,2540964
DB16223,2571074
DB16227,2594468
DB16237,1721293
DB16250,2642401
DB16259,2563966
DB16262,2623641
DB16268,2288155
DB16289,2462501
DB16293,1426339
DB16299,2639155
DB16311,2550731
DB16356,2639782
DB16372,2472152
DB16386,2570736
DB16391,2587306
DB16394,2587300
DB16395,1998840
DB16405,2639620
DB16417,1362879
DB16427,2468050
DB16441,1366841
DB16523,2475957
DB16535,1309815
DB16537,2600050
DB16538,285148
DB16539,350202
DB16540,100272
DB16541,1592255
DB16542,2471430
DB16543,2462497
DB16544,2110033
DB16545,1668214
DB16547,2593692
DB16549,2110011
DB16550,1550045
DB16551,2375526
DB16552,39972
DB16553,1492190
DB16554,1600928
DB16556,9968
DB16557,1311501
DB16559,314743
DB16560,1921585
DB16561,1798446
DB16563,30320
DB16565,1307945
DB16567,56790
DB16569,72385
DB16571,20012
DB16573,1307691
DB16576,1314587
DB16577,2479136
DB16583,1310166
DB16584,1999473
DB16585,580117
DB16587,2479040
DB16589,2288428
DB16590,1539816
DB16591,1311127
DB16592,1311479
DB16593,1305720
DB16594,314666
DB16595,1307731
DB16596,360262
DB16597,1656306
DB16598,1311573
DB16599,1309227
DB16601,1309376
DB16602,3419
DB16603,1334747
DB16606,237116
DB16607,1311533
DB16608,90950
DB16611,2583637
DB16612,253157
DB16613,1306187
DB16614,880350
DB16616,1731724
DB16617,1309375
DB16619,1426413
DB16622,91588
DB16625,2531369
DB16628,2531288
DB16629,2562176
DB16630,2385341
DB16632,1429927
DB16633,2479553
DB16634,1307145
DB16635,1311693
DB16636,2359266
DB16637,1309361
DB16639,6086
DB16640,2612087
DB16651,2619426
DB16656,2631083
DB16663,2536430
DB16666,2637392
DB16673,2644447
DB16679,2587892
DB16692,2557372
DB16695,2549198
DB16697,2604578
DB16700,2557200
DB16702,2564025
DB16704,2639089
DB16705,2561244
DB16706,2562555
DB16707,2667433
DB16709,2626471
DB16710,2566297
DB16711,2566296
DB16712,2566295
DB16714,2566291
DB16715,2566292
DB16716,2566293
DB16717,2566294
DB16718,2564395
DB16720,2562554
DB16728,2571093
DB16733,2626460
DB16737,2594775
DB16739,2612527
DB16747,2592360
DB16756,1362735
DB16772,2597053
DB16779,2626727
DB16792,2641675
DB16803,2670644
DB16827,1310554
DB16828,1362905
DB16840,1923619
DB16843,1362930
DB16854,1368148
DB16855,2585446
DB16859,31538
DB16860,1426889
DB16863,1848
DB16864,20823
DB16865,2531311
DB16866,1314354
DB16867,1363049
DB16868,1310546
DB16869,1312611
DB16873,37106
DB16883,2467840
DB16891,2610349
DB16901,2607735
DB16902,2605083
DB16904,2605725
DB16911,2605723
DB16915,2605724
DB16916,2593400
DB16918,1661329
DB16922,1366930
DB16930,2375522
DB16957,1426778
DB17045,2530132
DB17067,2621019
DB17084,2618720
DB17085,2610243
DB17089,2637354
DB17133,2591813
DB17297,1603852
DB17309,26506
DB17311,1491871
DB17325,2644435
DB17382,2626219
DB17387,2626723
DB17450,2629338
DB17473,158660
DB17609,1314350
DB17615,2675287
DB17636,8226
DB17641,1653517
DB17706,2532931
DB17722,2636536
DB17744,2630221
DB17752,1486516
DB17762,2636588
DB17763,119246
DB17766,214485
DB17819,2637547
DB17824,2637758
DB17832,2637946
DB17852,1338933
DB17915,2612452
DB17930,2642217
DB17962,1998841
DB17993,2642276
DB17996,2641877
DB17997,595
DB18001,1605101
DB18002,164423
DB18003,1805438
DB18215,2664725
DB18228,2664825
DB18229,1730445
DB18233,1492039
DB18253,2621720
DB18314,1673068
DB18494,1546382
DB18510,2377030
DB18533,1546417
DB18589,1426608
DB18608,1942960
DB18635,2645084
DB18662,2103294
DB18666,2671958
DB18681,2673238
DB18702,2670630
DB18705,2642138
DB18714,2642139
DB18715,90249
